     0.000   GOAL                   SET-BUFFER-CHUNK GOAL GOAL REQUESTED NIL 
    11.558   PROCEDURAL             CONFLICT-RESOLUTION 
    11.559   PROCEDURAL             CONFLICT-RESOLUTION 
    11.560   PROCEDURAL             CONFLICT-RESOLUTION 
    11.561   PROCEDURAL             CONFLICT-RESOLUTION 
    11.562   PROCEDURAL             CONFLICT-RESOLUTION 
    11.563   PROCEDURAL             CONFLICT-RESOLUTION 
    11.564   PROCEDURAL             CONFLICT-RESOLUTION 
    11.565   PROCEDURAL             CONFLICT-RESOLUTION 
    11.566   PROCEDURAL             CONFLICT-RESOLUTION 
    11.567   PROCEDURAL             CONFLICT-RESOLUTION 
    11.568   PROCEDURAL             CONFLICT-RESOLUTION 
    11.569   PROCEDURAL             CONFLICT-RESOLUTION 
    11.570   PROCEDURAL             CONFLICT-RESOLUTION 
    11.571   PROCEDURAL             CONFLICT-RESOLUTION 
    11.572   PROCEDURAL             CONFLICT-RESOLUTION 
    11.573   PROCEDURAL             CONFLICT-RESOLUTION 
    11.574   PROCEDURAL             CONFLICT-RESOLUTION 
    11.575   PROCEDURAL             CONFLICT-RESOLUTION 
    11.576   PROCEDURAL             CONFLICT-RESOLUTION 
    11.577   PROCEDURAL             CONFLICT-RESOLUTION 
    11.578   PROCEDURAL             CONFLICT-RESOLUTION 
    11.579   PROCEDURAL             CONFLICT-RESOLUTION 
    11.580   PROCEDURAL             CONFLICT-RESOLUTION 
    11.581   PROCEDURAL             CONFLICT-RESOLUTION 
    11.582   PROCEDURAL             CONFLICT-RESOLUTION 
    11.583   PROCEDURAL             CONFLICT-RESOLUTION 
    11.584   PROCEDURAL             CONFLICT-RESOLUTION 
    11.585   PROCEDURAL             CONFLICT-RESOLUTION 
    11.586   PROCEDURAL             CONFLICT-RESOLUTION 
    11.587   PROCEDURAL             CONFLICT-RESOLUTION 
    11.588   PROCEDURAL             CONFLICT-RESOLUTION 
    11.589   PROCEDURAL             CONFLICT-RESOLUTION 
    11.590   PROCEDURAL             CONFLICT-RESOLUTION 
    11.591   PROCEDURAL             CONFLICT-RESOLUTION 
    11.592   PROCEDURAL             CONFLICT-RESOLUTION 
    11.593   PROCEDURAL             CONFLICT-RESOLUTION 
    11.594   PROCEDURAL             CONFLICT-RESOLUTION 
    11.595   PROCEDURAL             CONFLICT-RESOLUTION 
    11.596   PROCEDURAL             CONFLICT-RESOLUTION 
    11.597   PROCEDURAL             CONFLICT-RESOLUTION 
    11.598   PROCEDURAL             CONFLICT-RESOLUTION 
    11.599   VISION                 Encoding-complete VISUAL-LOCATION4-5-0 NIL 
    11.599   VISION                 SET-BUFFER-CHUNK VISUAL TEXT20 
    11.599   PROCEDURAL             CONFLICT-RESOLUTION 
    11.600   PROCEDURAL             CONFLICT-RESOLUTION 
    11.601   PROCEDURAL             CONFLICT-RESOLUTION 
    11.602   PROCEDURAL             CONFLICT-RESOLUTION 
    11.603   PROCEDURAL             CONFLICT-RESOLUTION 
    11.604   PROCEDURAL             CONFLICT-RESOLUTION 
    11.605   PROCEDURAL             CONFLICT-RESOLUTION 
    11.606   PROCEDURAL             CONFLICT-RESOLUTION 
    11.607   PROCEDURAL             CONFLICT-RESOLUTION 
    11.608   PROCEDURAL             CONFLICT-RESOLUTION 
    11.609   PROCEDURAL             CONFLICT-RESOLUTION 
    11.610   PROCEDURAL             CONFLICT-RESOLUTION 
    11.611   PROCEDURAL             CONFLICT-RESOLUTION 
    11.612   PROCEDURAL             CONFLICT-RESOLUTION 
    11.613   PROCEDURAL             CONFLICT-RESOLUTION 
    11.614   PROCEDURAL             CONFLICT-RESOLUTION 
    11.615   PROCEDURAL             CONFLICT-RESOLUTION 
    11.616   PROCEDURAL             CONFLICT-RESOLUTION 
    11.617   PROCEDURAL             CONFLICT-RESOLUTION 
    11.618   PROCEDURAL             CONFLICT-RESOLUTION 
    11.619   PROCEDURAL             CONFLICT-RESOLUTION 
    11.620   PROCEDURAL             CONFLICT-RESOLUTION 
    11.621   PROCEDURAL             CONFLICT-RESOLUTION 
    11.622   PROCEDURAL             CONFLICT-RESOLUTION 
    11.623   PROCEDURAL             CONFLICT-RESOLUTION 
    11.624   PROCEDURAL             CONFLICT-RESOLUTION 
    11.625   PROCEDURAL             CONFLICT-RESOLUTION 
    11.626   PROCEDURAL             CONFLICT-RESOLUTION 
    11.627   PROCEDURAL             CONFLICT-RESOLUTION 
    11.628   PROCEDURAL             CONFLICT-RESOLUTION 
    11.629   PROCEDURAL             CONFLICT-RESOLUTION 
    11.630   PROCEDURAL             CONFLICT-RESOLUTION 
    11.631   PROCEDURAL             CONFLICT-RESOLUTION 
    11.632   PROCEDURAL             CONFLICT-RESOLUTION 
    11.633   PROCEDURAL             CONFLICT-RESOLUTION 
    11.634   PROCEDURAL             CONFLICT-RESOLUTION 
    11.635   PROCEDURAL             CONFLICT-RESOLUTION 
    11.636   PROCEDURAL             CONFLICT-RESOLUTION 
    11.637   PROCEDURAL             CONFLICT-RESOLUTION 
    11.638   PROCEDURAL             CONFLICT-RESOLUTION 
    11.639   PROCEDURAL             CONFLICT-RESOLUTION 
    11.640   PROCEDURAL             CONFLICT-RESOLUTION 
    11.641   PROCEDURAL             CONFLICT-RESOLUTION 
    11.642   PROCEDURAL             CONFLICT-RESOLUTION 
    11.643   PROCEDURAL             CONFLICT-RESOLUTION 
    11.644   PROCEDURAL             CONFLICT-RESOLUTION 
    11.645   PROCEDURAL             CONFLICT-RESOLUTION 
    11.646   PROCEDURAL             CONFLICT-RESOLUTION 
    11.647   PROCEDURAL             CONFLICT-RESOLUTION 
    11.648   PROCEDURAL             CONFLICT-RESOLUTION 
    11.649   PROCEDURAL             CONFLICT-RESOLUTION 
    11.650   PROCEDURAL             CONFLICT-RESOLUTION 
    11.651   PROCEDURAL             CONFLICT-RESOLUTION 
    11.652   PROCEDURAL             CONFLICT-RESOLUTION 
    11.653   PROCEDURAL             CONFLICT-RESOLUTION 
    11.654   PROCEDURAL             CONFLICT-RESOLUTION 
    11.655   PROCEDURAL             CONFLICT-RESOLUTION 
    11.656   PROCEDURAL             CONFLICT-RESOLUTION 
    11.657   PROCEDURAL             CONFLICT-RESOLUTION 
    11.658   PROCEDURAL             CONFLICT-RESOLUTION 
    11.659   PROCEDURAL             CONFLICT-RESOLUTION 
    11.660   PROCEDURAL             CONFLICT-RESOLUTION 
    11.661   PROCEDURAL             CONFLICT-RESOLUTION 
    11.662   PROCEDURAL             CONFLICT-RESOLUTION 
    11.663   PROCEDURAL             CONFLICT-RESOLUTION 
    11.664   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE15 
    11.664   PROCEDURAL             CONFLICT-RESOLUTION 
    11.665   PROCEDURAL             CONFLICT-RESOLUTION 
    11.666   PROCEDURAL             CONFLICT-RESOLUTION 
    11.667   PROCEDURAL             CONFLICT-RESOLUTION 
    11.668   PROCEDURAL             CONFLICT-RESOLUTION 
    11.669   PROCEDURAL             CONFLICT-RESOLUTION 
    11.670   PROCEDURAL             CONFLICT-RESOLUTION 
    11.671   PROCEDURAL             CONFLICT-RESOLUTION 
    11.672   PROCEDURAL             CONFLICT-RESOLUTION 
    11.673   PROCEDURAL             CONFLICT-RESOLUTION 
    11.674   PROCEDURAL             CONFLICT-RESOLUTION 
    11.675   PROCEDURAL             CONFLICT-RESOLUTION 
    11.676   PROCEDURAL             CONFLICT-RESOLUTION 
    11.677   PROCEDURAL             CONFLICT-RESOLUTION 
    11.678   PROCEDURAL             CONFLICT-RESOLUTION 
    11.679   PROCEDURAL             CONFLICT-RESOLUTION 
    11.680   PROCEDURAL             CONFLICT-RESOLUTION 
    11.681   PROCEDURAL             CONFLICT-RESOLUTION 
    11.682   PROCEDURAL             CONFLICT-RESOLUTION 
    11.683   PROCEDURAL             CONFLICT-RESOLUTION 
    11.684   PROCEDURAL             CONFLICT-RESOLUTION 
    11.685   PROCEDURAL             CONFLICT-RESOLUTION 
    11.686   PROCEDURAL             CONFLICT-RESOLUTION 
    11.687   PROCEDURAL             CONFLICT-RESOLUTION 
    11.688   PROCEDURAL             CONFLICT-RESOLUTION 
    11.689   PROCEDURAL             CONFLICT-RESOLUTION 
    11.690   PROCEDURAL             CONFLICT-RESOLUTION 
    11.691   PROCEDURAL             CONFLICT-RESOLUTION 
    11.692   PROCEDURAL             CONFLICT-RESOLUTION 
    11.693   PROCEDURAL             CONFLICT-RESOLUTION 
    11.694   PROCEDURAL             CONFLICT-RESOLUTION 
    11.695   PROCEDURAL             CONFLICT-RESOLUTION 
    11.705   PROCEDURAL             CONFLICT-RESOLUTION 
    11.755   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
    11.755   PROCEDURAL             CLEAR-BUFFER MANUAL 
    11.755   MOTOR                  CLICK-MOUSE 
    11.755   PROCEDURAL             CONFLICT-RESOLUTION 
    11.785   PROCEDURAL             CONFLICT-RESOLUTION 
    11.795   PROCEDURAL             CONFLICT-RESOLUTION 
    11.805   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 2 #(105 6).
    11.805   PROCEDURAL             CONFLICT-RESOLUTION 
    11.815   PROCEDURAL             CONFLICT-RESOLUTION 
    11.865   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
    11.865   PROCEDURAL             CLEAR-BUFFER VISUAL 
    11.865   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    11.865   PROCEDURAL             CONFLICT-RESOLUTION 
    12.065   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE16 
    12.065   PROCEDURAL             CONFLICT-RESOLUTION 
    12.115   PROCEDURAL             PRODUCTION-FIRED FIND-RANDOM-SECOND-TILE 
    12.115   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    12.115   VISION                 Find-location 
    12.115   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION9-21 
    12.115   PROCEDURAL             CONFLICT-RESOLUTION 
    12.165   PROCEDURAL             PRODUCTION-FIRED ATTEND-SECOND-TILE 
    12.165   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    12.165   PROCEDURAL             CLEAR-BUFFER VISUAL 
    12.165   PROCEDURAL             CLEAR-BUFFER MANUAL 
    12.165   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION9-21-0 
    12.165   PROCEDURAL             CONFLICT-RESOLUTION 
    12.205   PROCEDURAL             CONFLICT-RESOLUTION 
    12.206   PROCEDURAL             CONFLICT-RESOLUTION 
    12.207   PROCEDURAL             CONFLICT-RESOLUTION 
    12.208   PROCEDURAL             CONFLICT-RESOLUTION 
    12.209   PROCEDURAL             CONFLICT-RESOLUTION 
    12.210   PROCEDURAL             CONFLICT-RESOLUTION 
    12.211   PROCEDURAL             CONFLICT-RESOLUTION 
    12.212   PROCEDURAL             CONFLICT-RESOLUTION 
    12.213   PROCEDURAL             CONFLICT-RESOLUTION 
    12.214   PROCEDURAL             CONFLICT-RESOLUTION 
    12.215   PROCEDURAL             CONFLICT-RESOLUTION 
    12.216   PROCEDURAL             CONFLICT-RESOLUTION 
    12.217   PROCEDURAL             CONFLICT-RESOLUTION 
    12.218   PROCEDURAL             CONFLICT-RESOLUTION 
    12.219   PROCEDURAL             CONFLICT-RESOLUTION 
    12.220   PROCEDURAL             CONFLICT-RESOLUTION 
    12.221   PROCEDURAL             CONFLICT-RESOLUTION 
    12.222   PROCEDURAL             CONFLICT-RESOLUTION 
    12.223   PROCEDURAL             CONFLICT-RESOLUTION 
    12.224   PROCEDURAL             CONFLICT-RESOLUTION 
    12.225   PROCEDURAL             CONFLICT-RESOLUTION 
    12.226   PROCEDURAL             CONFLICT-RESOLUTION 
    12.227   PROCEDURAL             CONFLICT-RESOLUTION 
    12.228   PROCEDURAL             CONFLICT-RESOLUTION 
    12.229   PROCEDURAL             CONFLICT-RESOLUTION 
    12.230   PROCEDURAL             CONFLICT-RESOLUTION 
    12.231   PROCEDURAL             CONFLICT-RESOLUTION 
    12.232   PROCEDURAL             CONFLICT-RESOLUTION 
    12.233   PROCEDURAL             CONFLICT-RESOLUTION 
    12.234   PROCEDURAL             CONFLICT-RESOLUTION 
    12.235   PROCEDURAL             CONFLICT-RESOLUTION 
    12.236   PROCEDURAL             CONFLICT-RESOLUTION 
    12.237   PROCEDURAL             CONFLICT-RESOLUTION 
    12.238   PROCEDURAL             CONFLICT-RESOLUTION 
    12.239   PROCEDURAL             CONFLICT-RESOLUTION 
    12.240   PROCEDURAL             CONFLICT-RESOLUTION 
    12.241   PROCEDURAL             CONFLICT-RESOLUTION 
    12.242   PROCEDURAL             CONFLICT-RESOLUTION 
    12.243   PROCEDURAL             CONFLICT-RESOLUTION 
    12.244   PROCEDURAL             CONFLICT-RESOLUTION 
    12.245   PROCEDURAL             CONFLICT-RESOLUTION 
    12.246   PROCEDURAL             CONFLICT-RESOLUTION 
    12.247   PROCEDURAL             CONFLICT-RESOLUTION 
    12.248   PROCEDURAL             CONFLICT-RESOLUTION 
    12.249   PROCEDURAL             CONFLICT-RESOLUTION 
    12.250   VISION                 Encoding-complete VISUAL-LOCATION9-21-0 NIL 
    12.250   VISION                 SET-BUFFER-CHUNK VISUAL TEXT21 
    12.250   PROCEDURAL             CONFLICT-RESOLUTION 
    12.251   PROCEDURAL             CONFLICT-RESOLUTION 
    12.252   PROCEDURAL             CONFLICT-RESOLUTION 
    12.253   PROCEDURAL             CONFLICT-RESOLUTION 
    12.254   PROCEDURAL             CONFLICT-RESOLUTION 
    12.255   PROCEDURAL             CONFLICT-RESOLUTION 
    12.256   PROCEDURAL             CONFLICT-RESOLUTION 
    12.257   PROCEDURAL             CONFLICT-RESOLUTION 
    12.258   PROCEDURAL             CONFLICT-RESOLUTION 
    12.259   PROCEDURAL             CONFLICT-RESOLUTION 
    12.260   PROCEDURAL             CONFLICT-RESOLUTION 
    12.261   PROCEDURAL             CONFLICT-RESOLUTION 
    12.262   PROCEDURAL             CONFLICT-RESOLUTION 
    12.263   PROCEDURAL             CONFLICT-RESOLUTION 
    12.264   PROCEDURAL             CONFLICT-RESOLUTION 
    12.265   PROCEDURAL             CONFLICT-RESOLUTION 
    12.266   PROCEDURAL             CONFLICT-RESOLUTION 
    12.267   PROCEDURAL             CONFLICT-RESOLUTION 
    12.268   PROCEDURAL             CONFLICT-RESOLUTION 
    12.269   PROCEDURAL             CONFLICT-RESOLUTION 
    12.270   PROCEDURAL             CONFLICT-RESOLUTION 
    12.271   PROCEDURAL             CONFLICT-RESOLUTION 
    12.272   PROCEDURAL             CONFLICT-RESOLUTION 
    12.273   PROCEDURAL             CONFLICT-RESOLUTION 
    12.283   PROCEDURAL             CONFLICT-RESOLUTION 
    12.333   PROCEDURAL             PRODUCTION-FIRED CLICK-SECOND-TILE 
    12.333   PROCEDURAL             CLEAR-BUFFER MANUAL 
    12.333   MOTOR                  CLICK-MOUSE 
    12.333   PROCEDURAL             CONFLICT-RESOLUTION 
    12.363   PROCEDURAL             CONFLICT-RESOLUTION 
    12.373   PROCEDURAL             CONFLICT-RESOLUTION 
    12.383   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 7 #(205 106).
    12.383   PROCEDURAL             CONFLICT-RESOLUTION 
    12.393   PROCEDURAL             CONFLICT-RESOLUTION 
    12.443   PROCEDURAL             PRODUCTION-FIRED READ-SECOND-TILE 
    12.443   PROCEDURAL             CONFLICT-RESOLUTION 
    12.493   PROCEDURAL             PRODUCTION-FIRED NO-MATCH-FOUND-CHECK-EARLIER 
    12.493   PROCEDURAL             CLEAR-BUFFER VISUAL 
    12.493   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    12.493   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    12.493   DECLARATIVE            START-RETRIEVAL 
    12.493   DECLARATIVE            RETRIEVED-CHUNK TILE10-0 
    12.493   DECLARATIVE            SET-BUFFER-CHUNK RETRIEVAL TILE10-0 
    12.493   PROCEDURAL             CONFLICT-RESOLUTION 
    12.543   PROCEDURAL             PRODUCTION-FIRED START-WITH-SEED 
    12.543   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    12.543   PROCEDURAL             CLEAR-BUFFER VISUAL 
    12.543   PROCEDURAL             CLEAR-BUFFER MANUAL 
    12.543   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION10-12-0 
    12.543   PROCEDURAL             CONFLICT-RESOLUTION 
    12.583   PROCEDURAL             CONFLICT-RESOLUTION 
    12.584   PROCEDURAL             CONFLICT-RESOLUTION 
    12.585   PROCEDURAL             CONFLICT-RESOLUTION 
    12.586   PROCEDURAL             CONFLICT-RESOLUTION 
    12.587   PROCEDURAL             CONFLICT-RESOLUTION 
    12.588   PROCEDURAL             CONFLICT-RESOLUTION 
    12.589   PROCEDURAL             CONFLICT-RESOLUTION 
    12.590   PROCEDURAL             CONFLICT-RESOLUTION 
    12.591   PROCEDURAL             CONFLICT-RESOLUTION 
    12.592   PROCEDURAL             CONFLICT-RESOLUTION 
    12.593   PROCEDURAL             CONFLICT-RESOLUTION 
    12.594   PROCEDURAL             CONFLICT-RESOLUTION 
    12.595   PROCEDURAL             CONFLICT-RESOLUTION 
    12.596   PROCEDURAL             CONFLICT-RESOLUTION 
    12.597   PROCEDURAL             CONFLICT-RESOLUTION 
    12.598   PROCEDURAL             CONFLICT-RESOLUTION 
    12.599   PROCEDURAL             CONFLICT-RESOLUTION 
    12.600   PROCEDURAL             CONFLICT-RESOLUTION 
    12.601   PROCEDURAL             CONFLICT-RESOLUTION 
    12.602   PROCEDURAL             CONFLICT-RESOLUTION 
    12.603   PROCEDURAL             CONFLICT-RESOLUTION 
    12.604   PROCEDURAL             CONFLICT-RESOLUTION 
    12.605   PROCEDURAL             CONFLICT-RESOLUTION 
    12.606   PROCEDURAL             CONFLICT-RESOLUTION 
    12.607   PROCEDURAL             CONFLICT-RESOLUTION 
    12.608   PROCEDURAL             CONFLICT-RESOLUTION 
    12.609   PROCEDURAL             CONFLICT-RESOLUTION 
    12.610   PROCEDURAL             CONFLICT-RESOLUTION 
    12.611   PROCEDURAL             CONFLICT-RESOLUTION 
    12.612   PROCEDURAL             CONFLICT-RESOLUTION 
    12.613   PROCEDURAL             CONFLICT-RESOLUTION 
    12.614   PROCEDURAL             CONFLICT-RESOLUTION 
    12.615   PROCEDURAL             CONFLICT-RESOLUTION 
    12.616   PROCEDURAL             CONFLICT-RESOLUTION 
    12.617   PROCEDURAL             CONFLICT-RESOLUTION 
    12.618   PROCEDURAL             CONFLICT-RESOLUTION 
    12.619   PROCEDURAL             CONFLICT-RESOLUTION 
    12.620   PROCEDURAL             CONFLICT-RESOLUTION 
    12.621   PROCEDURAL             CONFLICT-RESOLUTION 
    12.622   PROCEDURAL             CONFLICT-RESOLUTION 
    12.623   PROCEDURAL             CONFLICT-RESOLUTION 
    12.624   PROCEDURAL             CONFLICT-RESOLUTION 
    12.625   PROCEDURAL             CONFLICT-RESOLUTION 
    12.626   PROCEDURAL             CONFLICT-RESOLUTION 
    12.627   PROCEDURAL             CONFLICT-RESOLUTION 
    12.628   VISION                 Encoding-complete VISUAL-LOCATION10-12-0 NIL 
    12.628   VISION                 SET-BUFFER-CHUNK VISUAL TEXT22 
    12.628   PROCEDURAL             CONFLICT-RESOLUTION 
    12.629   PROCEDURAL             CONFLICT-RESOLUTION 
    12.630   PROCEDURAL             CONFLICT-RESOLUTION 
    12.631   PROCEDURAL             CONFLICT-RESOLUTION 
    12.632   PROCEDURAL             CONFLICT-RESOLUTION 
    12.633   PROCEDURAL             CONFLICT-RESOLUTION 
    12.634   PROCEDURAL             CONFLICT-RESOLUTION 
    12.635   PROCEDURAL             CONFLICT-RESOLUTION 
    12.636   PROCEDURAL             CONFLICT-RESOLUTION 
    12.637   PROCEDURAL             CONFLICT-RESOLUTION 
    12.638   PROCEDURAL             CONFLICT-RESOLUTION 
    12.639   PROCEDURAL             CONFLICT-RESOLUTION 
    12.640   PROCEDURAL             CONFLICT-RESOLUTION 
    12.641   PROCEDURAL             CONFLICT-RESOLUTION 
    12.642   PROCEDURAL             CONFLICT-RESOLUTION 
    12.643   PROCEDURAL             CONFLICT-RESOLUTION 
    12.644   PROCEDURAL             CONFLICT-RESOLUTION 
    12.645   PROCEDURAL             CONFLICT-RESOLUTION 
    12.646   PROCEDURAL             CONFLICT-RESOLUTION 
    12.647   PROCEDURAL             CONFLICT-RESOLUTION 
    12.648   PROCEDURAL             CONFLICT-RESOLUTION 
    12.649   PROCEDURAL             CONFLICT-RESOLUTION 
    12.650   PROCEDURAL             CONFLICT-RESOLUTION 
    12.651   PROCEDURAL             CONFLICT-RESOLUTION 
    12.661   PROCEDURAL             CONFLICT-RESOLUTION 
    12.693   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE17 
    12.711   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
    12.711   PROCEDURAL             CLEAR-BUFFER MANUAL 
    12.711   MOTOR                  CLICK-MOUSE 
    12.711   PROCEDURAL             CONFLICT-RESOLUTION 
    12.741   PROCEDURAL             CONFLICT-RESOLUTION 
    12.751   PROCEDURAL             CONFLICT-RESOLUTION 
    12.761   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 7 #(205 206).
    12.761   PROCEDURAL             CONFLICT-RESOLUTION 
    12.771   PROCEDURAL             CONFLICT-RESOLUTION 
    12.821   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
    12.821   PROCEDURAL             CLEAR-BUFFER VISUAL 
    12.821   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    12.821   PROCEDURAL             CONFLICT-RESOLUTION 
    13.021   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE18 
    13.021   PROCEDURAL             CONFLICT-RESOLUTION 
    13.071   PROCEDURAL             PRODUCTION-FIRED CHECK-FOR-MATCHING-SECOND-TILE 
    13.071   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    13.071   DECLARATIVE            START-RETRIEVAL 
    13.071   DECLARATIVE            RETRIEVED-CHUNK TILE4-0 
    13.071   DECLARATIVE            SET-BUFFER-CHUNK RETRIEVAL TILE4-0 
    13.071   PROCEDURAL             CONFLICT-RESOLUTION 
    13.121   PROCEDURAL             PRODUCTION-FIRED FIND-MATCHING-SECOND-TILE 
    13.121   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    13.121   PROCEDURAL             CLEAR-BUFFER VISUAL 
    13.121   PROCEDURAL             CLEAR-BUFFER MANUAL 
    13.121   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION9-4-0 
    13.121   PROCEDURAL             CONFLICT-RESOLUTION 
    13.161   PROCEDURAL             CONFLICT-RESOLUTION 
    13.162   PROCEDURAL             CONFLICT-RESOLUTION 
    13.163   PROCEDURAL             CONFLICT-RESOLUTION 
    13.164   PROCEDURAL             CONFLICT-RESOLUTION 
    13.165   PROCEDURAL             CONFLICT-RESOLUTION 
    13.166   PROCEDURAL             CONFLICT-RESOLUTION 
    13.167   PROCEDURAL             CONFLICT-RESOLUTION 
    13.168   PROCEDURAL             CONFLICT-RESOLUTION 
    13.169   PROCEDURAL             CONFLICT-RESOLUTION 
    13.170   PROCEDURAL             CONFLICT-RESOLUTION 
    13.171   PROCEDURAL             CONFLICT-RESOLUTION 
    13.172   PROCEDURAL             CONFLICT-RESOLUTION 
    13.173   PROCEDURAL             CONFLICT-RESOLUTION 
    13.174   PROCEDURAL             CONFLICT-RESOLUTION 
    13.175   PROCEDURAL             CONFLICT-RESOLUTION 
    13.176   PROCEDURAL             CONFLICT-RESOLUTION 
    13.177   PROCEDURAL             CONFLICT-RESOLUTION 
    13.178   PROCEDURAL             CONFLICT-RESOLUTION 
    13.179   PROCEDURAL             CONFLICT-RESOLUTION 
    13.180   PROCEDURAL             CONFLICT-RESOLUTION 
    13.181   PROCEDURAL             CONFLICT-RESOLUTION 
    13.182   PROCEDURAL             CONFLICT-RESOLUTION 
    13.183   PROCEDURAL             CONFLICT-RESOLUTION 
    13.184   PROCEDURAL             CONFLICT-RESOLUTION 
    13.185   PROCEDURAL             CONFLICT-RESOLUTION 
    13.186   PROCEDURAL             CONFLICT-RESOLUTION 
    13.187   PROCEDURAL             CONFLICT-RESOLUTION 
    13.188   PROCEDURAL             CONFLICT-RESOLUTION 
    13.189   PROCEDURAL             CONFLICT-RESOLUTION 
    13.190   PROCEDURAL             CONFLICT-RESOLUTION 
    13.191   PROCEDURAL             CONFLICT-RESOLUTION 
    13.192   PROCEDURAL             CONFLICT-RESOLUTION 
    13.193   PROCEDURAL             CONFLICT-RESOLUTION 
    13.194   PROCEDURAL             CONFLICT-RESOLUTION 
    13.195   PROCEDURAL             CONFLICT-RESOLUTION 
    13.196   PROCEDURAL             CONFLICT-RESOLUTION 
    13.197   PROCEDURAL             CONFLICT-RESOLUTION 
    13.198   PROCEDURAL             CONFLICT-RESOLUTION 
    13.199   PROCEDURAL             CONFLICT-RESOLUTION 
    13.200   PROCEDURAL             CONFLICT-RESOLUTION 
    13.201   PROCEDURAL             CONFLICT-RESOLUTION 
    13.202   PROCEDURAL             CONFLICT-RESOLUTION 
    13.203   PROCEDURAL             CONFLICT-RESOLUTION 
    13.204   PROCEDURAL             CONFLICT-RESOLUTION 
    13.205   PROCEDURAL             CONFLICT-RESOLUTION 
    13.206   VISION                 Encoding-complete VISUAL-LOCATION9-4-0 NIL 
    13.206   VISION                 SET-BUFFER-CHUNK VISUAL TEXT23 
    13.206   PROCEDURAL             CONFLICT-RESOLUTION 
    13.207   PROCEDURAL             CONFLICT-RESOLUTION 
    13.208   PROCEDURAL             CONFLICT-RESOLUTION 
    13.209   PROCEDURAL             CONFLICT-RESOLUTION 
    13.210   PROCEDURAL             CONFLICT-RESOLUTION 
    13.211   PROCEDURAL             CONFLICT-RESOLUTION 
    13.212   PROCEDURAL             CONFLICT-RESOLUTION 
    13.213   PROCEDURAL             CONFLICT-RESOLUTION 
    13.214   PROCEDURAL             CONFLICT-RESOLUTION 
    13.215   PROCEDURAL             CONFLICT-RESOLUTION 
    13.216   PROCEDURAL             CONFLICT-RESOLUTION 
    13.217   PROCEDURAL             CONFLICT-RESOLUTION 
    13.218   PROCEDURAL             CONFLICT-RESOLUTION 
    13.219   PROCEDURAL             CONFLICT-RESOLUTION 
    13.220   PROCEDURAL             CONFLICT-RESOLUTION 
    13.221   PROCEDURAL             CONFLICT-RESOLUTION 
    13.222   PROCEDURAL             CONFLICT-RESOLUTION 
    13.223   PROCEDURAL             CONFLICT-RESOLUTION 
    13.224   PROCEDURAL             CONFLICT-RESOLUTION 
    13.225   PROCEDURAL             CONFLICT-RESOLUTION 
    13.226   PROCEDURAL             CONFLICT-RESOLUTION 
    13.227   PROCEDURAL             CONFLICT-RESOLUTION 
    13.228   PROCEDURAL             CONFLICT-RESOLUTION 
    13.229   PROCEDURAL             CONFLICT-RESOLUTION 
    13.239   PROCEDURAL             CONFLICT-RESOLUTION 
    13.289   PROCEDURAL             PRODUCTION-FIRED CLICK-SECOND-TILE 
    13.289   PROCEDURAL             CLEAR-BUFFER MANUAL 
    13.289   MOTOR                  CLICK-MOUSE 
    13.289   PROCEDURAL             CONFLICT-RESOLUTION 
    13.319   PROCEDURAL             CONFLICT-RESOLUTION 
    13.329   PROCEDURAL             CONFLICT-RESOLUTION 
    13.339   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 7 #(205 106).
*** CONCENTRATION: Removing matching '7's from window.
*** CONCENTRATION: 6 tiles remain.
    13.339   PROCEDURAL             CONFLICT-RESOLUTION 
    13.349   PROCEDURAL             CONFLICT-RESOLUTION 
